fromAccount,amount,currency,transactionID,toAccount,dateTime
099601213,20.05,USD,151966167548,00424677,2021-09-26 12:33:14
070629182,9.05,USD,670762331098,00424677,2021-09-04 06:50:27
073647411,1.89,USD,907174116725,00424677,2021-08-29 03:20:37
069619117,29904.36,USD,809016658077,00424677,2021-07-23 23:21:47
025821776,89220.62,USD,526545157748,00424677,2021-07-13 14:33:48
036740625,38.69,USD,653794279247,00424677,2021-07-31 18:45:19
097514834,6.74,USD,120485953454,00424677,2021-09-04 13:02:26
048519014,140.93,USD,962308945133,00424677,2021-09-24 02:45:40
062225162,4.49,USD,667251274374,00424677,2021-07-14 09:11:13
053987393,2.46,USD,202610470312,00424677,2021-07-28 06:24:10
082535956,83062.68,USD,868041070238,00424677,2021-08-30 13:58:23
051908337,6234.01,USD,633336036422,00424677,2021-07-16 15:29:45
089921742,41.86,USD,551391503277,00424677,2021-08-31 22:06:09
062621589,61434.60,USD,867137459268,00424677,2021-09-14 11:44:27
078366273,5151.09,USD,451507467312,00424677,2021-07-22 00:53:48
030875116,15.46,USD,769500995442,00424677,2021-09-03 05:33:37
024489511,734.10,USD,409009016758,00424677,2021-07-04 04:30:35
096365612,94502.58,USD,620642186396,00424677,2021-07-05 17:14:05
067444308,2810.43,USD,580104872864,00424677,2021-09-13 14:33:34
080560010,97.73,USD,271029418838,00424677,2021-08-15 23:59:12
00849992,189.64,USD,399630957631,00284905,2021-09-30 00:06:56
00849992,414.60,USD,956685118095,00590632,2021-08-26 15:37:29
00849992,93369.61,USD,159611622552,00102062,2021-09-08 21:30:05
00849992,461.53,USD,408859621583,00713633,2021-08-26 08:14:33
00849992,24.79,USD,669028001981,00301103,2021-08-15 11:51:57
00849992,65.38,USD,478699194425,00987207,2021-09-29 12:23:01
00849992,82.85,USD,897966694095,00276996,2021-08-19 10:41:33
00849992,2746.13,USD,777610049059,00292435,2021-08-16 15:19:28
00849992,22.42,USD,147816337407,00261377,2021-07-09 00:12:54
00849992,35.05,USD,921082900969,00373475,2021-09-30 01:44:48
00849992,2501.08,USD,722235697555,00350869,2021-09-08 22:11:56
00849992,8436.31,USD,360358861449,00233589,2021-09-17 16:01:41
00849992,58328.51,USD,750079603894,00252568,2021-08-13 13:32:28
00849992,447.61,USD,153758372479,00752878,2021-08-03 05:11:02
00849992,38552.89,USD,383627212390,00520616,2021-07-26 01:36:48
00849992,89.91,USD,698530316537,00899886,2021-07-03 20:18:26
00849992,410.47,USD,571670385661,00313861,2021-07-08 07:42:53
00849992,3.05,USD,760208717968,00343542,2021-09-09 03:45:03
00849992,19.43,USD,817113288256,00708256,2021-07-31 09:45:24
00849992,4156.79,USD,830509124810,00751623,2021-08-25 03:57:03
00849992,72.01,USD,686585194992,00786896,2021-09-02 16:44:25
00849992,416.08,USD,437312124113,00415671,2021-08-10 01:42:06
00849992,73.46,USD,984612678333,00868846,2021-09-09 06:34:58
00849992,70750.58,USD,997651033234,00728095,2021-09-07 05:38:53
00849992,0.92,USD,809699593651,00486586,2021-09-13 00:47:19
00849992,1.11,USD,684283343634,00100377,2021-09-30 08:22:49
00849992,7455.97,USD,312102808220,00783934,2021-07-04 12:47:34
00849992,7.43,USD,854694812677,00437118,2021-08-17 14:22:21
00849992,9621.63,USD,476282476426,00308684,2021-07-05 21:18:39
00849992,6.70,USD,298352278976,00183371,2021-09-22 16:44:17
00849992,1940.19,USD,859726152664,00353567,2021-09-06 10:25:27
00849992,30.74,USD,890737750228,00293611,2021-08-23 21:46:08
00849992,468.44,USD,708613740237,00832784,2021-08-17 06:00:25
00849992,8256.72,USD,750682502915,00303215,2021-08-28 14:21:44
00849992,31.88,USD,963020407427,00647551,2021-07-21 20:08:55
00849992,334.55,USD,430300601146,00313313,2021-09-13 00:05:17
00849992,81040.56,USD,717158671978,00859732,2021-09-18 03:51:31
00849992,156.20,USD,835359180318,00953772,2021-08-18 14:24:27
00849992,92446.77,USD,224279199151,00421258,2021-07-12 10:48:55
00849992,1224.12,USD,144475263291,00933096,2021-07-24 06:36:33
00849992,9.03,USD,518851155723,00965371,2021-07-21 00:07:30
00849992,1.47,USD,497559637964,00273165,2021-08-02 22:34:54
00849992,66.53,USD,524532678815,00437953,2021-09-07 16:58:00
00849992,1042.17,USD,753124953125,00939766,2021-09-21 14:30:28
00849992,6087.45,USD,716128597504,00231297,2021-08-30 19:10:59
00849992,49.18,USD,726843328356,00341365,2021-07-21 10:50:36
00849992,2.63,USD,619448041949,00320488,2021-09-10 15:53:31
00849992,0.72,USD,203970341626,00623702,2021-07-09 17:58:33
00849992,6.08,USD,657981420324,00962351,2021-08-26 11:49:25
00849992,676.82,USD,232081202937,00152640,2021-07-28 16:22:28
00849992,8782.96,USD,406320515116,00932667,2021-07-23 12:50:42
00849992,6127.05,USD,981347190123,00522442,2021-09-06 20:33:49
00849992,6.46,USD,672347919692,00956912,2021-09-27 16:26:31
00849992,46175.63,USD,731827366235,00170890,2021-08-17 09:00:03
00849992,4937.73,USD,644003619161,00983028,2021-09-28 02:27:33
00849992,536.57,USD,716699125441,00700196,2021-08-20 16:41:49
00849992,6.09,USD,493843583598,00225625,2021-08-01 18:59:22
00849992,8026.93,USD,567470166316,00137257,2021-09-20 00:54:29
00849992,6933.90,USD,601889251561,00977487,2021-09-27 13:39:46
00849992,570.81,USD,640300079097,00454647,2021-07-12 09:35:40
00849992,585.88,USD,709074583553,00830115,2021-09-08 02:01:04
00849992,9477.09,USD,253914220135,00577710,2021-07-31 18:31:47
00849992,3.44,USD,648295233990,00882149,2021-09-03 04:02:10
00849992,72.68,USD,334234417620,00381764,2021-09-28 14:37:06
00849992,80.99,USD,227073160353,00877984,2021-09-24 19:31:50
00849992,97.19,USD,240110337876,00478266,2021-08-05 10:39:09
00849992,32.47,USD,173683301978,00485313,2021-09-18 12:24:32
00849992,63953.60,USD,836668930496,00697964,2021-07-15 01:22:27
00849992,44.24,USD,633093360891,00317972,2021-07-05 04:18:51
00849992,1989.81,USD,640486286010,00230223,2021-09-09 14:16:59
00849992,4.14,USD,118188043014,00765390,2021-09-04 04:43:30
00849992,828.80,USD,897293494956,00969056,2021-08-01 14:51:44
00849992,882.34,USD,424496295847,00967995,2021-07-23 21:49:12
00849992,5.78,USD,390327413867,00117081,2021-08-17 22:14:55
00849992,3588.98,USD,996048912279,00589021,2021-07-08 20:56:16
00849992,4.47,USD,805734247938,00592115,2021-09-10 04:16:11
00849992,64.61,USD,299693953379,00698132,2021-07-25 20:02:42
00849992,53863.37,USD,532942535585,00870314,2021-07-09 15:27:33
073406067,735.14,USD,683448756308,00849992,2021-08-16 20:14:42
089772996,958.14,USD,702377582050,00849992,2021-09-13 15:43:40
020354089,84.82,USD,910628983862,00849992,2021-09-05 08:08:18
027501488,74981.38,USD,164346492694,00849992,2021-08-12 10:46:50
023935205,10594.22,USD,497803929793,00849992,2021-07-05 00:29:25
020133247,50937.22,USD,134202375691,00849992,2021-08-19 02:29:03
055946795,7.00,USD,897748586969,00849992,2021-07-22 11:56:15
016629754,1249.45,USD,246835644549,00849992,2021-09-15 19:38:39
067662118,4830.60,USD,776141743046,00849992,2021-09-02 05:50:04
014272923,97533.54,USD,507326269994,00849992,2021-09-23 06:39:57
052190912,83223.59,USD,308697634209,00849992,2021-08-06 15:43:54
063487238,84976.02,USD,610247178933,00849992,2021-07-24 12:09:47
088604303,86.18,USD,888355737628,00849992,2021-07-29 17:51:48
019838389,94.02,USD,194520778472,00849992,2021-08-07 17:13:08
079845135,136.61,USD,430651798286,00849992,2021-08-23 17:10:06
068673143,95.90,USD,326526798410,00849992,2021-08-03 21:04:19
031616689,5.04,USD,649779614263,00849992,2021-09-12 22:54:11
017749341,84.60,USD,942222846826,00849992,2021-09-30 02:13:59
031117976,6714.03,USD,856709187013,00849992,2021-07-19 22:00:08
062453444,7.43,USD,913781575634,00849992,2021-07-22 08:27:34
051420084,54.91,USD,247421939023,00849992,2021-09-23 14:43:56
057027418,78683.27,USD,240866956966,00849992,2021-07-21 18:14:59
019016223,5094.08,USD,319079895048,00849992,2021-08-14 00:25:49
067259784,4508.28,USD,659247703509,00849992,2021-07-04 01:21:14
077411513,8.69,USD,107480310724,00849992,2021-07-03 15:33:22
093005004,606.18,USD,848784039241,00849992,2021-07-27 00:58:47
084468565,389.70,USD,202155422964,00849992,2021-09-22 08:05:32
089656603,0.26,USD,292241195358,00849992,2021-09-16 05:51:54
080407347,6463.14,USD,851447823666,00849992,2021-08-20 20:26:10
064699858,975.98,USD,793846002437,00849992,2021-08-31 21:50:33
087206159,964.57,USD,864638538906,00849992,2021-08-11 02:44:47
099535804,5.45,USD,507878339464,00849992,2021-08-13 13:13:57
097047436,119.33,USD,194575649262,00849992,2021-08-06 23:44:11
049538879,8530.94,USD,547227418927,00849992,2021-07-12 08:21:08
054444347,8528.61,USD,716967335396,00849992,2021-07-26 21:40:05
096692630,975.33,USD,434991967823,00849992,2021-08-19 00:18:44
073477162,70682.84,USD,318609593566,00849992,2021-08-11 11:36:08
096701424,71.04,USD,638880352125,00849992,2021-08-11 21:08:26
081914183,4050.45,USD,616208410034,00849992,2021-07-06 12:47:32
047136329,663.19,USD,383267969207,00849992,2021-08-13 04:24:23
024419107,76.44,USD,129225173298,00849992,2021-09-20 14:34:31
086563073,2687.05,USD,294103040345,00849992,2021-07-05 01:32:16
045148823,61.17,USD,699347318785,00849992,2021-09-06 00:21:38
036171652,1616.50,USD,720390869776,00849992,2021-08-06 21:24:27
089976327,796.40,USD,353851191156,00849992,2021-07-27 01:44:36
051742178,25.69,USD,723935856154,00849992,2021-08-17 08:05:20
090992867,55.72,USD,804116587338,00849992,2021-07-09 12:07:51
081082000,6090.96,USD,478752580070,00849992,2021-09-01 07:24:52
074534125,5356.61,USD,429554840207,00849992,2021-07-26 23:33:11
089225261,49.41,USD,790700420686,00849992,2021-09-20 03:12:23
063180599,5.94,USD,799608457530,00849992,2021-07-23 06:19:11
098121442,35.92,USD,249776847713,00849992,2021-07-09 07:06:43
069923045,8.78,USD,502207082706,00849992,2021-09-15 08:14:00
063009233,2.79,USD,923345962466,00849992,2021-07-08 05:42:10
097681093,819.97,USD,694429704190,00849992,2021-08-13 07:24:39
037171260,386.86,USD,424297540013,00849992,2021-09-21 01:50:20
035193946,21.52,USD,398542642494,00849992,2021-07-10 22:07:29
049846874,7217.28,USD,561601844311,00849992,2021-08-26 19:09:35
080414746,63.19,USD,175574983736,00849992,2021-07-24 05:12:04
091702748,45531.54,USD,177476988092,00849992,2021-07-08 06:22:28
018477629,1.04,USD,263231641562,00849992,2021-09-16 16:05:46
013060090,255.96,USD,759789262880,00849992,2021-09-18 18:28:07
065160367,5245.04,USD,286907246265,00849992,2021-07-08 03:20:17
028138108,324.34,USD,422565849152,00849992,2021-08-29 13:37:12
081070898,35578.44,USD,622514999074,00849992,2021-08-05 08:34:33
060360115,6795.43,USD,821880248087,00849992,2021-07-17 02:27:07
097112412,997.86,USD,612610610677,00849992,2021-08-17 15:24:33
099608053,44362.86,USD,683124830188,00849992,2021-08-31 01:59:41
043104804,40631.45,USD,459443148143,00849992,2021-09-04 06:38:50
092338162,7.49,USD,180784124995,00849992,2021-08-18 00:12:26
031765005,5.31,USD,348823434173,00849992,2021-08-01 03:14:00
072308537,70.20,USD,516873518913,00849992,2021-07-31 19:06:55
014687857,5222.37,USD,441016043455,00849992,2021-07-04 03:39:31
029805718,16.53,USD,217301154832,00849992,2021-08-21 15:45:27
035947426,27.36,USD,300257167630,00849992,2021-07-12 02:02:19
025350525,8075.60,USD,174803091265,00849992,2021-08-20 22:44:28
045434190,392.63,USD,809090913501,00849992,2021-08-31 16:25:26
021873359,9054.33,USD,406392669616,00849992,2021-07-23 15:27:07
054864578,9714.45,USD,255332925333,00849992,2021-08-08 04:27:37
040440972,557.71,USD,282521301296,00849992,2021-08-05 08:19:27
057814217,16976.38,USD,570814790563,00849992,2021-08-27 20:13:25
035410382,6413.63,USD,136599795915,00849992,2021-08-05 12:28:19
017828892,41734.85,USD,186826863150,00849992,2021-08-24 16:19:33
056351515,901.96,USD,700460872784,00849992,2021-08-10 14:31:18
096183425,8938.03,USD,920026720836,00849992,2021-09-16 20:16:06
069651185,826.61,USD,304558949461,00849992,2021-07-13 12:40:03
024709326,32.97,USD,380099733250,00849992,2021-08-25 22:09:36
038904133,92882.55,USD,624173819691,00849992,2021-09-15 22:05:44
014137135,69788.72,USD,990148680488,00849992,2021-07-13 06:22:56
089893770,17.21,USD,562422498763,00849992,2021-09-04 19:49:34
024170963,71.33,USD,534458391782,00849992,2021-09-05 08:14:32
095775258,78.32,USD,206556144563,00849992,2021-09-05 01:34:58
073610169,33756.74,USD,359997379611,00849992,2021-09-21 14:57:42
030336472,0.71,USD,280938634962,00849992,2021-08-04 06:17:58
024952733,4.09,USD,892861838103,00849992,2021-09-13 02:33:49
041314849,771.70,USD,541359095140,00849992,2021-07-24 04:54:09
060530521,6578.21,USD,873480337684,00849992,2021-09-15 20:52:53
00337207,7449.40,USD,275314285804,00858324,2021-09-21 23:05:52
00337207,67.17,USD,493213098289,00303235,2021-07-03 20:41:54
00337207,0.62,USD,401676575115,00444854,2021-08-25 23:14:17
00337207,5702.73,USD,883969707598,00826751,2021-07-17 08:11:55
00337207,51371.07,USD,229786725001,00853590,2021-08-07 03:29:36
00337207,7643.61,USD,204431125072,00469203,2021-08-21 13:08:14
00337207,12369.26,USD,753931471159,00623544,2021-08-20 13:21:11
00337207,2.34,USD,778033043392,00220160,2021-07-30 10:20:07
00337207,41412.79,USD,898433578505,00286674,2021-07-04 21:18:10
00337207,28.10,USD,256549717477,00191952,2021-09-30 22:28:42
00337207,0.98,USD,512461498288,00571267,2021-07-27 15:50:35
00337207,29680.65,USD,469382189357,00265131,2021-07-20 05:21:26
00337207,99.70,USD,458386620145,00525043,2021-08-16 15:40:04
00337207,1.66,USD,290563742694,00468405,2021-07-17 21:43:56
00337207,94.14,USD,688798965084,00730360,2021-08-26 01:01:55
00337207,50.17,USD,312337069109,00457483,2021-07-12 01:03:17
00337207,63.90,USD,336549051426,00936644,2021-08-03 17:45:25
00337207,75.04,USD,299294882004,00817779,2021-09-16 09:51:30
00337207,4.73,USD,649651587710,00310928,2021-07-15 10:03:28
00337207,476.27,USD,495736537705,00931496,2021-07-14 08:14:45
00337207,26.81,USD,977919917025,00248286,2021-09-23 13:50:10
00337207,505.79,USD,690535909827,00931463,2021-08-10 10:49:23
00337207,6.22,USD,325703357026,00908746,2021-08-16 15:15:10
00337207,1850.34,USD,991434745951,00681608,2021-09-18 15:39:54
00337207,78.49,USD,800288957636,00282416,2021-09-06 04:18:04
00337207,99676.28,USD,805592728566,00718607,2021-08-29 00:48:17
00337207,85783.73,USD,128449027682,00509504,2021-09-03 09:51:24
00337207,28.79,USD,175460359251,00668725,2021-08-18 03:35:39
00337207,793.82,USD,310587221110,00387828,2021-09-16 21:39:23
00337207,92.93,USD,271721533638,00106254,2021-08-21 01:41:17
00337207,309.78,USD,798767074161,00445489,2021-07-09 21:42:12
00337207,5.54,USD,880523451002,00392745,2021-07-19 04:01:18
00337207,8508.51,USD,428941256854,00721140,2021-07-31 12:55:49
00337207,56009.10,USD,753587561138,00358793,2021-08-19 23:35:08
00337207,38.66,USD,975391180119,00271618,2021-08-19 19:56:57
00337207,8.56,USD,406331874342,00109461,2021-08-17 03:58:19
00337207,56329.39,USD,119930193629,00631190,2021-08-29 23:15:51
00337207,80.94,USD,267244575010,00971296,2021-08-31 06:17:57
00337207,1.33,USD,659187962603,00282821,2021-08-19 16:33:08
00337207,858.08,USD,648069146176,00900674,2021-08-31 10:16:37
00337207,1.85,USD,366982462508,00252199,2021-09-26 11:05:33
00337207,2.36,USD,731874107574,00234026,2021-07-29 13:32:24
00337207,46111.50,USD,751781552041,00905365,2021-08-07 13:22:21
00337207,7.67,USD,504164022705,00384454,2021-09-01 17:41:28
00337207,660.09,USD,458957639016,00860539,2021-07-22 14:40:06
00337207,296.21,USD,701734898814,00417966,2021-07-15 18:48:28
00337207,97.84,USD,456020390876,00738623,2021-09-04 23:54:03
00337207,62.34,USD,381083326844,00362982,2021-07-08 19:50:22
00337207,3.41,USD,891930833129,00172875,2021-09-10 00:01:14
00337207,3.96,USD,329589561878,00493167,2021-07-07 06:12:50
00337207,3684.59,USD,340328842330,00572338,2021-09-18 00:34:38
00337207,42.87,USD,245079231737,00281140,2021-09-27 22:53:28
00337207,1.45,USD,721812953589,00487439,2021-08-15 05:51:44
00337207,3195.06,USD,120165612008,00156173,2021-09-18 22:48:06
00337207,14.73,USD,229195024329,00951765,2021-07-18 20:49:36
00337207,3409.46,USD,582656232952,00800733,2021-09-06 19:23:43
070536627,38786.73,USD,574401646756,00337207,2021-08-23 08:53:20
085291438,283.83,USD,489964474855,00337207,2021-08-15 02:13:24
058140944,283.46,USD,867928248072,00337207,2021-07-31 12:45:46
075424830,4979.25,USD,940163219239,00337207,2021-07-27 04:02:42
039717508,98935.15,USD,327393540010,00337207,2021-09-21 21:56:28
022587641,82.40,USD,437930733091,00337207,2021-08-17 14:58:48
069096675,54271.64,USD,890660878265,00337207,2021-08-14 17:54:16
032875606,89.57,USD,565302614743,00337207,2021-08-17 05:19:12
026065209,93886.01,USD,291761629060,00337207,2021-08-09 20:18:49
081132893,11.58,USD,345449798752,00337207,2021-09-25 01:07:39
065912993,7590.55,USD,557628061733,00337207,2021-07-04 14:01:55
020839595,26621.98,USD,174742749336,00337207,2021-09-10 22:24:29
053526745,3510.22,USD,668741029941,00337207,2021-09-21 14:32:16
053052735,431.93,USD,901496775575,00337207,2021-07-13 23:24:43
099115457,92339.59,USD,899497364206,00337207,2021-07-07 09:06:15
051831877,66.65,USD,151028303762,00337207,2021-07-16 10:38:19
030047564,52652.95,USD,862497528168,00337207,2021-07-08 05:18:28
048140786,4.18,USD,871145315937,00337207,2021-08-18 17:43:11
060132107,774.57,USD,125880024254,00337207,2021-08-21 21:23:25
084190797,0.17,USD,384918733499,00337207,2021-09-04 07:13:04
070073911,47064.79,USD,478733043270,00337207,2021-08-24 10:06:24
069167712,8857.21,USD,387335764249,00337207,2021-07-29 01:27:23
065742270,4570.72,USD,455460563401,00337207,2021-09-19 22:09:38
016489646,62779.50,USD,524974778057,00337207,2021-08-26 13:26:22
056836590,1.87,USD,223946314115,00337207,2021-08-18 02:44:07
060163927,8019.55,USD,194578074977,00337207,2021-09-21 04:06:55
072972249,5.02,USD,299584524571,00337207,2021-09-22 08:55:19
019397116,2576.11,USD,758617383090,00337207,2021-09-14 03:38:29
015815057,2704.04,USD,824983133536,00337207,2021-08-30 09:42:06
070771716,1.27,USD,650653774413,00337207,2021-08-17 16:53:41
090802357,635.99,USD,419613722149,00337207,2021-07-10 16:01:59
080965878,71162.06,USD,885546228980,00337207,2021-08-28 14:38:58
030940239,71624.22,USD,742799766642,00337207,2021-08-13 20:55:28
060017270,91762.85,USD,578185203819,00337207,2021-09-11 02:24:33
074966599,297.58,USD,918748719220,00337207,2021-07-18 16:23:55
010940205,7.00,USD,800610676591,00337207,2021-07-23 20:00:32
094520940,38349.86,USD,195381307146,00337207,2021-08-20 08:32:31
025945244,63588.75,USD,888792014137,00337207,2021-09-14 14:04:32
074162878,9300.01,USD,976308952616,00337207,2021-07-07 12:37:53
048416481,7929.68,USD,172170515318,00337207,2021-09-21 00:30:12
094452021,2904.24,USD,525470392129,00337207,2021-08-04 21:27:07
035703676,601.68,USD,108761914732,00337207,2021-09-06 13:57:19
065553530,787.28,USD,445557980003,00337207,2021-08-31 16:38:17
023851526,929.67,USD,784117774209,00337207,2021-07-18 14:43:50
073672377,43.38,USD,711269183606,00337207,2021-08-03 19:14:38
015402615,39.09,USD,888505133090,00337207,2021-09-29 10:39:05
021773293,2.61,USD,577891418341,00337207,2021-07-22 23:00:33
083008497,312.23,USD,257828584624,00337207,2021-08-11 05:49:26
098403150,15.56,USD,840177934363,00337207,2021-07-31 12:00:46
081049554,83.96,USD,213668156584,00337207,2021-08-31 13:10:52
031685531,81019.46,USD,401803724775,00337207,2021-07-18 00:54:51
00473592,12703.81,USD,548651241870,00729602,2021-10-01 11:06:15
00473592,3658.93,USD,825252893130,00725531,2021-09-26 13:08:03
00473592,1264.54,USD,690662924619,00815502,2021-07-13 17:31:06
00473592,25.34,USD,784823504252,00176112,2021-08-31 18:56:49
00473592,59.62,USD,785240005589,00156474,2021-07-24 08:14:15
00473592,3888.95,USD,331814605075,00474828,2021-09-08 23:15:03
00473592,55171.73,USD,319090228639,00918538,2021-07-26 20:06:26
00473592,63011.21,USD,460372872595,00874036,2021-08-27 20:33:27
00473592,870.76,USD,602731206794,00860681,2021-09-02 13:55:09
00473592,378.07,USD,538874288425,00965431,2021-08-31 08:07:25
00473592,8829.88,USD,836293251457,00338031,2021-08-20 03:16:12
00473592,28.42,USD,834828518462,00999395,2021-08-23 21:01:27
00473592,9.05,USD,483307323430,00935088,2021-07-19 23:36:25
00473592,2141.24,USD,626730631262,00162825,2021-07-07 16:05:13
00473592,0.36,USD,357655418637,00255735,2021-07-17 15:43:33
00473592,4541.34,USD,952936499884,00607732,2021-08-22 23:25:12
00473592,5840.08,USD,288019645621,00837294,2021-09-26 06:05:42
00473592,8851.80,USD,562049135672,00824299,2021-09-19 02:59:17
00473592,687.18,USD,663256270976,00899391,2021-08-07 07:32:18
00473592,8.38,USD,785822965629,00946477,2021-08-29 16:42:54
00473592,325.73,USD,471295621016,00826745,2021-09-24 12:02:26
00473592,764.36,USD,337258535989,00420661,2021-07-21 22:19:23
00473592,525.34,USD,366420658194,00299386,2021-07-17 11:02:08
00473592,527.19,USD,442524571691,00656944,2021-08-22 10:22:54
00473592,2585.19,USD,424673496081,00497008,2021-09-07 17:11:16
00473592,52.03,USD,289817683846,00345524,2021-08-16 11:54:57
00473592,66.34,USD,836374022725,00294776,2021-08-03 10:00:13
00473592,1398.20,USD,650022450686,00765878,2021-09-22 12:20:14
00473592,6260.64,USD,642631881383,00280841,2021-07-13 06:59:58
00473592,4256.58,USD,449527187765,00636582,2021-08-13 16:03:26
00473592,5509.36,USD,434171735162,00249282,2021-07-15 09:03:26
00473592,24533.27,USD,941386053207,00844591,2021-09-02 21:13:13
00473592,74.39,USD,955286978844,00629946,2021-08-04 08:58:15
00473592,96864.21,USD,945165899098,00856772,2021-09-24 10:09:44
00473592,3.48,USD,229952490181,00827073,2021-09-29 20:47:12
00473592,78.64,USD,632933738264,00233451,2021-09-20 11:40:21
00473592,64906.48,USD,565004514121,00396649,2021-09-11 13:26:48
00473592,8869.43,USD,172793686837,00685294,2021-09-21 09:54:18
00473592,3.28,USD,223923649365,00669159,2021-07-23 07:49:03
00473592,3.42,USD,789989233794,00269231,2021-08-01 02:44:40
00473592,52849.86,USD,712119324963,00758728,2021-09-19 20:54:41
00473592,1.66,USD,298925517891,00305834,2021-09-04 02:13:06
00473592,1.79,USD,797063571088,00743664,2021-07-24 21:51:00
00473592,3.39,USD,422596375564,00754745,2021-09-28 05:45:11
00473592,7.68,USD,711610189825,00176724,2021-09-30 20:38:42
00473592,8.66,USD,317151091238,00158162,2021-09-25 02:51:59
00473592,0.77,USD,797326939808,00194837,2021-07-22 15:24:24
00473592,14.61,USD,339654600050,00764629,2021-08-26 06:35:25
00473592,4141.56,USD,811698812207,00552877,2021-07-15 03:46:01
00473592,29.17,USD,307314980325,00555722,2021-08-20 03:34:21
00473592,57368.08,USD,827858194568,00643699,2021-07-11 03:07:44
00473592,102.41,USD,783809314544,00535027,2021-07-13 02:12:30
00473592,6.24,USD,196924594870,00503125,2021-09-24 07:53:54
00473592,84672.16,USD,522436617637,00199822,2021-07-11 20:18:06
00473592,92.49,USD,828046082767,00222457,2021-09-05 18:15:56
00473592,49878.53,USD,483432991778,00705901,2021-09-10 22:00:36
00473592,87.17,USD,973332612557,00928840,2021-09-09 21:37:06
00473592,2.26,USD,471218676154,00653707,2021-07-13 05:56:58
081566421,841.06,USD,667534244542,00473592,2021-09-30 17:35:58
048609608,6.18,USD,431789716496,00473592,2021-09-01 14:28:02
093446762,683.44,USD,387132386558,00473592,2021-07-09 06:27:09
043128237,77.06,USD,640907427481,00473592,2021-07-06 18:28:57
066637570,4.29,USD,140266538178,00473592,2021-08-13 08:43:28
041129378,52101.25,USD,164234398642,00473592,2021-08-28 06:06:09
085857420,52881.65,USD,484800860401,00473592,2021-07-19 09:29:27
078212242,58.86,USD,567866025162,00473592,2021-07-16 18:49:37
019388217,9.85,USD,699450184095,00473592,2021-07-05 20:01:47
082566642,88.26,USD,769738232059,00473592,2021-07-28 21:41:57
053665170,7.10,USD,375967850968,00473592,2021-09-13 10:11:04
041461841,61193.12,USD,689298101509,00473592,2021-08-18 11:35:48
034819979,4301.08,USD,423732475855,00473592,2021-07-09 15:36:13
085142102,3.35,USD,387522156285,00473592,2021-07-16 01:28:15
023110599,324.33,USD,187481110721,00473592,2021-08-22 16:45:29
016972860,6816.66,USD,435963222213,00473592,2021-08-21 14:40:50
026701669,1.93,USD,291698359396,00473592,2021-07-15 20:26:53
086283637,978.44,USD,519569165043,00473592,2021-09-05 15:27:57
018213992,35681.61,USD,438021351670,00473592,2021-07-13 20:17:29
053744204,46373.72,USD,966047001621,00473592,2021-08-30 02:42:28
052285113,468.15,USD,449744677034,00473592,2021-07-23 10:20:16
083263824,1.90,USD,581459335943,00473592,2021-07-24 13:31:02
052459447,69.15,USD,484308442557,00473592,2021-08-19 07:02:08
019957133,3704.87,USD,807041932604,00473592,2021-07-18 14:06:55
026574215,870.84,USD,682322894536,00473592,2021-07-05 16:35:01
043569716,83.78,USD,795185560823,00473592,2021-08-25 09:37:21
059247997,82.99,USD,971775078249,00473592,2021-09-19 08:03:48
024168646,7170.59,USD,932011895900,00473592,2021-08-26 23:25:45
041485363,5.72,USD,464745855631,00473592,2021-09-09 16:18:35
076414559,9.98,USD,952439740273,00473592,2021-07-29 00:01:08
063482896,73.63,USD,711977338578,00473592,2021-08-19 19:37:59
048060771,9.90,USD,282505429877,00473592,2021-08-23 19:01:31
061697640,5.97,USD,138040027219,00473592,2021-07-30 20:41:05
049453031,138.99,USD,733652712361,00473592,2021-09-07 14:07:41
014984245,22611.65,USD,886504675090,00473592,2021-07-26 14:29:53
067704381,8920.04,USD,503253512505,00473592,2021-09-26 06:33:49
055609261,5549.16,USD,479917607449,00473592,2021-07-06 05:27:33
058998148,5615.82,USD,366874614587,00473592,2021-07-29 16:37:12
090766782,184.83,USD,887162149980,00473592,2021-09-30 11:50:10
091490194,3.77,USD,527898121675,00473592,2021-07-08 00:28:34
026030882,3458.05,USD,131916806921,00473592,2021-07-05 00:38:07
044775580,78.93,USD,613438151958,00473592,2021-08-16 14:52:08
063813705,80488.18,USD,590346713256,00473592,2021-07-13 15:26:24
033584008,6263.44,USD,604366889025,00473592,2021-09-18 15:34:27
052791075,80.37,USD,813461772365,00473592,2021-08-25 15:49:52
035790245,8823.91,USD,589909328340,00473592,2021-07-04 12:27:32
091531988,4.49,USD,395278508114,00473592,2021-09-25 01:52:22
021081984,1028.07,USD,490509780226,00473592,2021-09-21 02:09:29
079662476,1173.38,USD,593012670584,00473592,2021-07-18 23:48:58
060544960,12820.54,USD,220748135853,00473592,2021-07-26 12:30:03
044407767,97.28,USD,266337255338,00473592,2021-09-13 01:35:59
089699539,69.40,USD,783099364281,00473592,2021-07-30 19:00:03
075917317,2592.51,USD,498837926260,00473592,2021-07-16 04:29:58
031143137,190.71,USD,997869848503,00473592,2021-09-25 14:31:42
00569795,17.40,USD,318937832542,00263411,2021-09-19 20:56:50
00569795,1735.97,USD,636696710385,00583190,2021-07-22 12:12:43
00569795,7489.58,USD,460808889072,00576936,2021-09-17 13:52:11
00569795,8690.08,USD,655272447397,00361154,2021-07-09 08:29:13
